params_real,params_hybrid,params_phys
3.0,2.036909341812134,2.042243003845215
2.0,2.904386043548584,2.9027459621429443
-2.0,-1.550344705581665,-1.5529507398605347
1.0,1.2242834568023682,1.224084496498108
-2.0,-1.7208070755004883,-1.722542643547058
1.0,0.6934384703636169,0.6935471892356873
1.0,1.0,1.0
1.0,1.0,1.0
