alpha_real,alpha_hybrid,alpha_phys
3.0,0.7608270049095154,0.30069977045059204
2.0,1.7720844745635986,1.3843307495117188
-2.0,-0.18172723054885864,-1.547583818435669
1.0,1.9569475650787354,1.846868872642517
-2.0,2.3603265285491943,1.6234947443008423
1.0,-1.7537803649902344,-1.5903035402297974
1.0,1.0,1.0
1.0,1.0,1.0
