alpha_real,alpha_hybrid,alpha_phys
3.0,3.7051689624786377,3.7175347805023193
1.0,1.0574837923049927,1.0556139945983887
1.0,1.0299808979034424,1.0289757251739502
1.0,1.0,1.0
