k_real,k_hybrid,k_phys
3.0,1.7011700868606567,1.6964799165725708
-1.0,-1.0406317710876465,-0.8414610624313354
-1.0,-1.2650047540664673,-1.5778943300247192
1.0,1.0,1.0
