k_real,k_hybrid,k_phys
4.0,2.5245046615600586,2.543602228164673
5.0,1.9533438682556152,1.9773449897766113
1.0,-1.3039307594299316,-1.1928361654281616
-1.0,-0.3455602526664734,-0.6266767382621765
-2.0,1.2105762958526611,1.5607635974884033
2.0,-1.1757261753082275,-1.047440528869629
1.0,1.0,1.0
1.0,1.0,1.0
